home_type,posted,home_URL,home_status,home_price,home_address,home_zipcode,num_beds,num_baths,home_area
SINGLE_FAMILY,87,https://www.zillow.com/homedetails/625-Clarence-Ave-Bronx-NY-10465/29846444_zpid/,FOR_SALE,"$699,000","625 Clarence Ave, Bronx, NY 10465",10465,5,3,0
CONDO,118,https://www.zillow.com/homedetails/89-15-Parsons-Blvd-4D-Jamaica-NY-11432/80390189_zpid/,FOR_SALE,"$199,000","89-15 Parsons Blvd #4D, Jamaica, NY 11432",11432,1,1,600
TOWNHOUSE,39,https://www.zillow.com/homedetails/6415-78th-St-Flushing-NY-11379/31996390_zpid/,FOR_SALE,"$899,000","64-15 78th Street, Middle Village, NY 11379",11379,3,2,
CONDO,110,https://www.zillow.com/homedetails/6712-Yellowstone-Blvd-APT-B1-Flushing-NY-11375/219851083_zpid/,FOR_SALE,"$315,000","6712 Yellowstone Blvd APT B1, Flushing, NY 11375",11375,2,1,0
TOWNHOUSE,70,https://www.zillow.com/homedetails/133-Manhattan-Ave-New-York-NY-10025/2115271608_zpid/,FOR_SALE,"$3,750,000","133 Manhattan Ave, New York, NY 10025",10025,4,4,2750
CONDO,151,https://www.zillow.com/homedetails/135-W-4th-St-APT-3E-New-York-NY-10012/80003765_zpid/,FOR_SALE,"$2,700,000","135 W 4th St APT 3E, New York, NY 10012",10012,2,2,2037
CONDO,21,https://www.zillow.com/homedetails/9-05-162nd-St-APT-8A-Whitestone-NY-11357/89668952_zpid/,FOR_SALE,"$469,000","9-05 162 St. UNIT 8A, Beechhurst, NY 11357",11357,3,2,1300
TOWNHOUSE,20,https://www.zillow.com/homedetails/800-W-231st-St-Bronx-NY-10463/29851884_zpid/,FOR_SALE,"$3,600,000","800 W 231st St, Bronx, NY 10463",10463,5,6,3225
CONDO,105,https://www.zillow.com/homedetails/166-31-9th-Ave-4B-Whitestone-NY-11357/2067775397_zpid/,FOR_SALE,"$429,888","166-31 9th Ave #4B, Whitestone, NY 11357",11357,3,1,0
TOWNHOUSE,11,https://www.zillow.com/homedetails/798-Tysens-Ln-Staten-Island-NY-10306/32336224_zpid/,FOR_SALE,"$749,800","798 Tysens Ln, Staten Island, NY 10306",10306,3,2,1248
SINGLE_FAMILY,88,https://www.zillow.com/homedetails/211-Beverley-Rd-Brooklyn-NY-11218/30673156_zpid/,FOR_SALE,"$1,398,000","211 Beverley Rd, Brooklyn, NY 11218",11218,3,2,1435
MULTI_FAMILY,102,https://www.zillow.com/homedetails/638-Hinsdale-St-Brooklyn-NY-11207/30636335_zpid/,FOR_SALE,"$437,500","638 Hinsdale St, Brooklyn, NY 11207",11207,6,2,2120
CONDO,13,https://www.zillow.com/homedetails/132-03-Sanford-Ave-8-M-Flushing-NY-11355/79730438_zpid/,FOR_SALE,"$730,000","132-03 Sanford Avenue UNIT 8M, Flushing, NY 11355",11355,4,2,866
CONDO,63,https://www.zillow.com/homedetails/406-Midwood-St-2A-Brooklyn-NY-11225/348245070_zpid/,FOR_SALE,"$799,000","406 Midwood St #2A, Brooklyn, NY 11225",11225,2,2,907
CONDO,15,https://www.zillow.com/homedetails/530-E-76th-St-30AB-New-York-NY-10021/442521765_zpid/,FOR_SALE,"$1,995,000","530 E 76th St #30AB, New York, NY 10021",10021,3,4,1800
CONDO,209,https://www.zillow.com/homedetails/125-W-56th-St-APT-4B-New-York-NY-10019/72519013_zpid/,FOR_SALE,"$499,000","125 W 56th St APT 4B, New York, NY 10019",10019,1,1,700
TOWNHOUSE,39,https://www.zillow.com/homedetails/15127-12th-Ave-Flushing-NY-11357/32027751_zpid/,FOR_SALE,"$819,000","151-27 12th Avenue, Whitestone, NY 11357",11357,3,2,
CONDO,91,https://www.zillow.com/homedetails/153-E-57th-St-APT-6L-New-York-NY-10022/244849732_zpid/,FOR_SALE,"$425,000","153 E 57th St APT 6L, New York, NY 10022",10022,1,1,0
SINGLE_FAMILY,15,https://www.zillow.com/homedetails/7926-69th-Rd-Flushing-NY-11379/32017386_zpid/,FOR_SALE,"$850,000","7926 69th Road, Middle Village, NY 11379",11379,4,3,1152
CONDO,133,https://www.zillow.com/homedetails/100-W-72nd-St-APT-5D-New-York-NY-10023/244717468_zpid/,FOR_SALE,"$595,000","100 W 72nd St APT 5D, New York, NY 10023",10023,1,1,0
SINGLE_FAMILY,76,https://www.zillow.com/homedetails/49-16-Annadale-Ln-Little-Neck-NY-11362/32095760_zpid/,FOR_SALE,"$2,999,000","49-16 Annadale Lane, Little Neck, NY 11362",11362,5,6,6600
CONDO,170,https://www.zillow.com/homedetails/217-W-57th-St-120-New-York-NY-10019/338594610_zpid/,FOR_SALE,"$59,500,000","217 W 57th St #120, New York, NY 10019",10019,5,6,7074
SINGLE_FAMILY,76,https://www.zillow.com/homedetails/3007-Netherland-Ave-Bronx-NY-10463/29851708_zpid/,FOR_SALE,"$1,700,000","3007 Netherland Ave, Bronx, NY 10463",10463,3,4,2682
CONDO,14,https://www.zillow.com/homedetails/305-W-18th-St-APT-6A-New-York-NY-10011/439968558_zpid/,FOR_SALE,"$799,000","305 W 18th St APT 6A, New York, NY 10011",10011,2,1,957
TOWNHOUSE,87,https://www.zillow.com/homedetails/226-Kingsland-Ave-APT-1R-Brooklyn-NY-11222/439816261_zpid/,FOR_SALE,"$1,950,000","226 Kingsland Ave APT 1R, Brooklyn, NY 11222",11222,6,6,4875
SINGLE_FAMILY,32,https://www.zillow.com/homedetails/35-59-222nd-St-Bayside-NY-11361/32061418_zpid/,FOR_SALE,"$1,218,000","35-59 222nd St, Bayside, NY 11361",11361,3,3,1200
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/76-Seaver-Ave-Staten-Island-NY-10306/32328583_zpid/,FOR_SALE,"$728,000","76 Seaver Ave, Staten Island, NY 10306",10306,3,3,1312
CONDO,31,https://www.zillow.com/homedetails/30-Bay-29th-St-APT-6L-Brooklyn-NY-11214/111746678_zpid/,FOR_SALE,"$475,000","30 Bay 29th St APT 6L, Brooklyn, NY 11214",11214,2,2,1150
MULTI_FAMILY,28,https://www.zillow.com/homedetails/17-S-Greenleaf-Ave-Staten-Island-NY-10314/32280791_zpid/,FOR_SALE,"$848,000","17 S Greenleaf Ave, Staten Island, NY 10314",10314,3,2,1520
CONDO,320,https://www.zillow.com/homedetails/430-W-46th-St-5E-New-York-NY-10036/2078266158_zpid/,FOR_SALE,"$429,000","430 W 46th St #5E, New York, NY 10036",10036,1,1,686
CONDO,200,https://www.zillow.com/homedetails/54-40-Little-Neck-Pkwy-6-L-Little-Neck-NY-11362/79735009_zpid/,FOR_SALE,"$258,000","54-40 Little Neck Pkwy UNIT 6L, Little Neck, NY 11362",11362,1,1,
CONDO,4,https://www.zillow.com/homedetails/1271-51st-St-3W-Brooklyn-NY-11234/442769904_zpid/,FOR_SALE,"$250,000","1271 51st St #3W, Brooklyn, NY 11234",11234,1,1,0
CONDO,69,https://www.zillow.com/homedetails/85-Livingston-St-16O-Brooklyn-NY-11201/79723156_zpid/,FOR_SALE,"$530,000","85 Livingston St #16O, Brooklyn, NY 11201",11201,1,1,0
CONDO,200,https://www.zillow.com/homedetails/311-E-75th-St-APT-2-A-New-York-NY-10021/244705462_zpid/,FOR_SALE,"$279,000","311 E 75th St APT 2-A, New York, NY 10021",10021,0,1,0
SINGLE_FAMILY,64,https://www.zillow.com/homedetails/3422-Jordan-St-Flushing-NY-11358/32059702_zpid/,FOR_SALE,"$899,000","34-22 Jordan Street, Flushing, NY 11358",11358,2,2,
CONDO,41,https://www.zillow.com/homedetails/41-Perry-St-APT-6C-New-York-NY-10014/119980998_zpid/,FOR_SALE,"$750,000","41 Perry St APT 6C, New York, NY 10014",10014,0,1,0
TOWNHOUSE,76,https://www.zillow.com/homedetails/114-Waverly-Pl-New-York-NY-10011/31498214_zpid/,FOR_SALE,"$22,850,000","114 Waverly Pl, New York, NY 10011",10011,5,7,6800
SINGLE_FAMILY,18,https://www.zillow.com/homedetails/154-Summit-Pl-Bronx-NY-10463/29787218_zpid/,FOR_SALE,"$649,000","154 Summit Place, Bronx, NY 10463",10463,3,2,940
CONDO,18,https://www.zillow.com/homedetails/421-Hudson-St-APT-606-New-York-NY-10014/31499649_zpid/,FOR_SALE,"$2,900,000","421 Hudson St APT 606, New York, NY 10014",10014,2,2,0
SINGLE_FAMILY,26,https://www.zillow.com/homedetails/33-Loring-Ave-Staten-Island-NY-10312/32358688_zpid/,FOR_SALE,"$674,900","33 Loring Ave, Staten Island, NY 10312",10312,3,3,1368
CONDO,193,https://www.zillow.com/homedetails/303-W-122nd-St-APT-46-New-York-NY-10027/244772837_zpid/,FOR_SALE,"$299,000","303 W 122nd St APT 46, New York, NY 10027",10027,2,1,0
SINGLE_FAMILY,70,https://www.zillow.com/homedetails/64-Winham-Ave-Staten-Island-NY-10306/32334789_zpid/,FOR_SALE,"$568,000","64 Winham Ave, Staten Island, NY 10306",10306,3,2,836
SINGLE_FAMILY,15,https://www.zillow.com/homedetails/7025-64th-Pl-Glendale-NY-11385/32013683_zpid/,FOR_SALE,"$799,000","70-25 64th Pl., Glendale, NY 11385",11385,3,2,
SINGLE_FAMILY,27,https://www.zillow.com/homedetails/7328-53rd-Rd-Flushing-NY-11378/31984812_zpid/,FOR_SALE,"$880,000","7328 53rd Rd, Flushing, NY 11378",11378,3,2,0
SINGLE_FAMILY,45,https://www.zillow.com/homedetails/11432-131st-St-Jamaica-NY-11420/32173428_zpid/,FOR_SALE,"$879,000","11432 131st St, Jamaica, NY 11420",11420,5,3,0
CONDO,320,https://www.zillow.com/homedetails/76-01-113th-St-UNIT-PENTHOUSE-D-Forest-Hills-NY-11375/442154227_zpid/,FOR_SALE,"$940,000","76-01 113th St UNIT PENTHOUSE D, Forest Hills, NY 11375",11375,4,3,1600
CONDO,59,https://www.zillow.com/homedetails/66-W-84th-St-APT-4A-New-York-NY-10024/244853050_zpid/,FOR_SALE,"$750,000","66 W 84th St APT 4A, New York, NY 10024",10024,2,1,0
SINGLE_FAMILY,21,https://www.zillow.com/homedetails/102-27-216th-St-Queens-Village-NY-11429/2063063443_zpid/,FOR_SALE,"$589,900","102-27 216th Street, Queens Village, NY 11429",11429,4,2,1104
SINGLE_FAMILY,28,https://www.zillow.com/homedetails/91-30-Park-Ln-S-Woodhaven-NY-11421/346759292_zpid/,FOR_SALE,"$768,000","91-30 Park Ln S, Woodhaven, NY 11421",11421,4,3,1230
CONDO,10,https://www.zillow.com/homedetails/250-Seeley-St-APT-15-Brooklyn-NY-11218/113193903_zpid/,FOR_SALE,"$1,100,000","250 Seeley St APT 15, Brooklyn, NY 11218",11218,3,1,950
CONDO,20,https://www.zillow.com/homedetails/7-E-13th-St-3F-New-York-NY-10003/244738569_zpid/,FOR_SALE,"$999,500","7 E 13th St #3F, New York, NY 10003",10003,1,1,1000
CONDO,4,https://www.zillow.com/homedetails/37-32-89th-St-5B-Jackson-Heights-NY-11372/2066958704_zpid/,FOR_SALE,"$599,000","37-32 89th St #5B, Jackson Heights, NY 11372",11372,2,1,0
SINGLE_FAMILY,129,https://www.zillow.com/homedetails/4662-Grosvenor-Ave-Bronx-NY-10471/29852764_zpid/,FOR_SALE,"$2,950,000","4662 Grosvenor Ave, Bronx, NY 10471",10471,4,4,0
CONDO,55,https://www.zillow.com/homedetails/105-E-38th-St-FLOOR-PENTHOUSE-New-York-NY-10016/439968310_zpid/,FOR_SALE,"$2,450,000","105 E 38th St FLOOR PENTHOUSE, New York, NY 10016",10016,4,5,3000
CONDO,3,https://www.zillow.com/homedetails/39-Hemlock-Ct-39-Staten-Island-NY-10309/442780603_zpid/,FOR_SALE,"$678,000","39 Hemlock Ct #39, Staten Island, NY 10309",10309,3,4,1661
MULTI_FAMILY,0,https://www.zillow.com/homedetails/73-24-71st-Pl-Ridgewood-NY-11385/2056789879_zpid/,FOR_SALE,"$888,000","73-24 71st Pl, Ridgewood, NY 11385",11385,5,3,0
MULTI_FAMILY,145,https://www.zillow.com/homedetails/19317-Station-Rd-Flushing-NY-11358/32045026_zpid/,FOR_SALE,"$750,000","193-17 Station Road, Flushing, NY 11358",11358,2,2,
SINGLE_FAMILY,39,https://www.zillow.com/homedetails/76-Foch-Ave-Staten-Island-NY-10305/32325734_zpid/,FOR_SALE,"$698,000","76 Foch Ave, Staten Island, NY 10305",10305,3,2,1680
CONDO,74,https://www.zillow.com/homedetails/36-Hamilton-Ave-APT-3D-Staten-Island-NY-10301/244596965_zpid/,FOR_SALE,"$324,999","36 Hamilton Ave APT 3D, Staten Island, NY 10301",10301,2,2,1000
SINGLE_FAMILY,40,https://www.zillow.com/homedetails/146-Major-Ave-Staten-Island-NY-10305/32322757_zpid/,FOR_SALE,"$950,000","146 Major Ave, Staten Island, NY 10305",10305,4,2,2192
SINGLE_FAMILY,22,https://www.zillow.com/homedetails/988-Schenectady-Ave-E-Brooklyn-NY-11203/442327245_zpid/,FOR_SALE,"$774,900","988 Schenectady Avenue, East Flatbush, NY 11203",11203,4,2,1536
CONDO,70,https://www.zillow.com/homedetails/2090-Madison-Ave-APT-1D-New-York-NY-10037/244872641_zpid/,FOR_SALE,"$290,000","2090 Madison Ave APT 1D, New York, NY 10037",10037,2,1,0
CONDO,76,https://www.zillow.com/homedetails/735-Bergen-St-APT-1B-Brooklyn-NY-11238/216116089_zpid/,FOR_SALE,"$1,295,000","735 Bergen St APT 1B, Brooklyn, NY 11238",11238,2,2,1100
TOWNHOUSE,13,https://www.zillow.com/homedetails/105-W-118th-St-New-York-NY-10026/31551659_zpid/,FOR_SALE,"$3,495,000","105 W 118th St, New York, NY 10026",10026,5,6,5648
MULTI_FAMILY,47,https://www.zillow.com/homedetails/732-Union-St-Brooklyn-NY-11215/30582997_zpid/,FOR_SALE,"$3,100,000","732 Union St, Brooklyn, NY 11215",11215,3,3,2160
SINGLE_FAMILY,17,https://www.zillow.com/homedetails/16135-90th-St-Jamaica-NY-11414/32215925_zpid/,FOR_SALE,"$999,999","161-35 90th Street, Howard Beach, NY 11414",11414,4,3,2504
SINGLE_FAMILY,73,https://www.zillow.com/homedetails/5243-Sycamore-Ave-Bronx-NY-10471/29854451_zpid/,FOR_SALE,"$3,200,000","5243 Sycamore Ave, Bronx, NY 10471",10471,5,6,0
SINGLE_FAMILY,658,https://www.zillow.com/homedetails/120-46-238th-St-Cambria-Heights-NY-11411/2078213815_zpid/,FOR_SALE,"$425,000","120-46 238th Street, Cambria Heights, NY 11411",11411,3,1,882
CONDO,181,https://www.zillow.com/homedetails/2041-5th-Ave-APT-5F-New-York-NY-10035/2053413054_zpid/,FOR_SALE,"$550,000","2041 5th Ave APT 5F, New York, NY 10035",10035,3,2,0
CONDO,5,https://www.zillow.com/homedetails/2400-Davidson-Ave-APT-B22-Bronx-NY-10468/122189964_zpid/,FOR_SALE,"$120,000","2400 Davidson Avenue UNIT B22, Bronx, NY 10468",10468,1,1,0
CONDO,11,https://www.zillow.com/homedetails/38-W-9th-St-APT-1-New-York-NY-10011/244868679_zpid/,FOR_SALE,"$2,545,000","38 W 9th St APT 1, New York, NY 10011",10011,3,4,2100
SINGLE_FAMILY,13,https://www.zillow.com/homedetails/539-Lexington-Ave-Brooklyn-NY-11221/30608593_zpid/,FOR_SALE,"$1,625,000","539 Lexington Ave, Brooklyn, NY 11221",11221,3,2,2134
MULTI_FAMILY,6,https://www.zillow.com/homedetails/223-Exeter-St-Brooklyn-NY-11235/30790954_zpid/,FOR_SALE,"$2,500,000","223 Exeter St, Brooklyn, NY 11235",11235,5,4,2268
CONDO,2,https://www.zillow.com/homedetails/1502-W-1st-St-UNIT-PENTHOUSE-6-Brooklyn-NY-11204/442166348_zpid/,FOR_SALE,"$788,000","1502 W 1st St UNIT PENTHOUSE 6, Brooklyn, NY 11204",11204,2,2,1049
SINGLE_FAMILY,5,https://www.zillow.com/homedetails/91-Robin-Rd-Staten-Island-NY-10305/442743565_zpid/,FOR_SALE,"$788,000","91 Robin Rd, Staten Island, NY 10305",10305,3,3,1806
TOWNHOUSE,67,https://www.zillow.com/homedetails/85-Charles-St-New-York-NY-10014/31500855_zpid/,FOR_SALE,"$12,995,000","85 Charles St, New York, NY 10014",10014,5,6,4928
CONDO,24,https://www.zillow.com/homedetails/55-Hicks-St-APT-42-Brooklyn-NY-11201/245035965_zpid/,FOR_SALE,"$999,000","55 Hicks St APT 42, Brooklyn, NY 11201",11201,2,1,0
MULTI_FAMILY,64,https://www.zillow.com/homedetails/461-47th-St-Brooklyn-NY-11220/30575863_zpid/,FOR_SALE,"$1,495,000","461 47th St, Brooklyn, NY 11220",11220,8,4,2772
CONDO,27,https://www.zillow.com/homedetails/357-E-57th-St-APT-20C-New-York-NY-10022/114345096_zpid/,FOR_SALE,"$555,000","357 E 57th St APT 20C, New York, NY 10022",10022,2,1,0
TOWNHOUSE,6,https://www.zillow.com/homedetails/2907-Utopia-Pkwy-Flushing-NY-11358/32058518_zpid/,FOR_SALE,"$899,000","29-07 Utopia Parkway, Flushing, NY 11358",11358,3,1,
CONDO,14,https://www.zillow.com/homedetails/2640-Marion-Ave-APT-5D-Bronx-NY-10458/215950910_zpid/,FOR_SALE,"$150,000","2640 Marion UNIT 5D, Bronx, NY 10458",10458,1,1,800
SINGLE_FAMILY,67,https://www.zillow.com/homedetails/150-Robinson-Ave-Staten-Island-NY-10312/32348584_zpid/,FOR_SALE,"$838,000","150 Robinson Ave, Staten Island, NY 10312",10312,4,3,1794
CONDO,178,https://www.zillow.com/homedetails/215-E-96th-St-APT-27C-New-York-NY-10128/321915225_zpid/,FOR_SALE,"$949,000","215 E 96th St APT 27C, New York, NY 10128",10128,2,2,1077
CONDO,320,https://www.zillow.com/homedetails/130-William-St-UNIT-PENTHOUSE-65-New-York-NY-10038/442156327_zpid/,FOR_SALE,"$20,000,000","130 William St UNIT PENTHOUSE 65, New York, NY 10038",10038,4,5,4665
CONDO,181,https://www.zillow.com/homedetails/40-E-80th-St-APT-4-B-New-York-NY-10075/120560867_zpid/,FOR_SALE,"$550,000","40 E 80th St APT 4-B, New York, NY 10075",10075,1,2,0
MULTI_FAMILY,60,https://www.zillow.com/homedetails/103-28-104th-St-Ozone-Park-NY-11417/440870573_zpid/,FOR_SALE,"$1,949,000","103-28 104th Street, Ozone Park, NY 11417",11417,10,6,3876
CONDO,25,https://www.zillow.com/homedetails/103-25-68th-Ave-7O-Forest-Hills-NY-11375/79733141_zpid/,FOR_SALE,"$825,000","103-25 68th Ave #7O, Forest Hills, NY 11375",11375,3,2,1300
SINGLE_FAMILY,277,https://www.zillow.com/homedetails/1415-Chandler-St-Far-Rockaway-NY-11691/32221308_zpid/,FOR_SALE,"$250,000","1415 Chandler St, Far Rockaway, NY 11691",11691,4,2,1764
CONDO,89,https://www.zillow.com/homedetails/920-E-17th-St-APT-103-Brooklyn-NY-11230/245065651_zpid/,FOR_SALE,"$335,000","920 E 17th St APT 103, Brooklyn, NY 11230",11230,2,1,1100
