home_type,posted,home_URL,home_status,home_price,home_address,home_zipcode,num_beds,num_baths,home_area
SINGLE_FAMILY,26,https://www.zillow.com/homedetails/78-Ronald-Ave-Staten-Island-NY-10303/32299181_zpid/,FOR_SALE,"$629,900","78 Ronald Ave, Staten Island, NY 10303",10303,3,2,1205
CONDO,152,https://www.zillow.com/homedetails/100-W-57th-St-17IH-New-York-NY-10019/72519078_zpid/,FOR_SALE,"$475,000","100 W 57th St #17IH, New York, NY 10019",10019,3,3,1800
CONDO,70,https://www.zillow.com/homedetails/212-E-Tremont-Ave-9-Bronx-NY-10457/2054481177_zpid/,FOR_SALE,"$275,000","212 E Tremont Ave #9, Bronx, NY 10457",10457,3,1,1100
MULTI_FAMILY,5,https://www.zillow.com/homedetails/6013-Huxley-Ave-Bronx-NY-10471/29853681_zpid/,FOR_SALE,"$649,000","6013 Huxley Avenue, Bronx, NY 10471",10471,4,2,
CONDO,56,https://www.zillow.com/homedetails/219-W-144th-St-APT-34-New-York-NY-10030/88061828_zpid/,FOR_SALE,"$275,000","219 W 144th St APT 34, New York, NY 10030",10030,3,1,0
SINGLE_FAMILY,13,https://www.zillow.com/homedetails/142-53-122nd-Ave-Jamaica-NY-11436/2062360990_zpid/,FOR_SALE,"$599,000","142-53 122nd Ave, Jamaica, NY 11436",11436,3,3,1100
CONDO,7,https://www.zillow.com/homedetails/100-W-57th-St-APT-10-N-New-York-NY-10019/80619971_zpid/,FOR_SALE,"$239,000","100 W 57th St APT 10-N, New York, NY 10019",10019,2,2,1200
SINGLE_FAMILY,6,https://www.zillow.com/homedetails/644-E-49th-St-Brooklyn-NY-11203/30655689_zpid/,FOR_SALE,"$179,000","644 E 49th Street, East Flatbush, NY 11203",11203,2,2,
SINGLE_FAMILY,146,https://www.zillow.com/homedetails/115-30-116th-St-South-Ozone-Park-NY-11420/2078094339_zpid/,FOR_SALE,"$274,000","115-30 116th St, South Ozone Park, NY 11420",11420,3,1,1556
MULTI_FAMILY,5,https://www.zillow.com/homedetails/6254-84th-Pl-Flushing-NY-11379/31995256_zpid/,FOR_SALE,"$873,800","62-54 84th Place, Middle Village, NY 11379",11379,4,3,1650
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/1195-Buddle-Rd-Richfield-Springs-NY-13439/216225734_zpid/,FOR_SALE,"$159,900","1195 Buddle Rd, Richfield Springs, NY 13439",13439,2,1,1378
SINGLE_FAMILY,12,https://www.zillow.com/homedetails/23-Kingdom-Ave-Staten-Island-NY-10312/32367215_zpid/,FOR_SALE,"$899,999","23 Kingdom Ave, Staten Island, NY 10312",10312,4,3,1578
SINGLE_FAMILY,7,https://www.zillow.com/homedetails/563-E-32nd-St-Brooklyn-NY-11203/442716736_zpid/,FOR_SALE,"$279,000","563 E 32nd Street, East Flatbush, NY 11203",11203,4,2,
MULTI_FAMILY,5,https://www.zillow.com/homedetails/79-Woodland-Ave-Staten-Island-NY-10308/32351447_zpid/,FOR_SALE,"$775,000","79 Woodland Ave, Staten Island, NY 10308",10308,4,4,2320
MULTI_FAMILY,83,https://www.zillow.com/homedetails/1020-Richmond-Rd-Staten-Island-NY-10304/32324224_zpid/,FOR_SALE,"$499,000","1020 Richmond Rd, Staten Island, NY 10304",10304,7,3,3692
MULTI_FAMILY,6,https://www.zillow.com/homedetails/197-Gates-Ave-Brooklyn-NY-11238/30613636_zpid/,FOR_SALE,"$1,495,000","197 Gates Ave, Brooklyn, NY 11238",11238,10,4,4048
SINGLE_FAMILY,0,https://www.zillow.com/homedetails/188-Woods-Of-Arden-Rd-Staten-Island-NY-10312/32350308_zpid/,FOR_SALE,"$748,000","188 Woods Of Arden Rd, Staten Island, NY 10312",10312,3,1,1196
CONDO,19,https://www.zillow.com/homedetails/23-20-Bell-Blvd-UNIT-5F-Bayside-NY-11360/441148051_zpid/,FOR_SALE,"$349,000","23-20 Bell Blvd UNIT 5F, Bayside, NY 11360",11360,2,2,
SINGLE_FAMILY,8,https://www.zillow.com/homedetails/1618-E-35th-St-Brooklyn-NY-11234/30756954_zpid/,FOR_SALE,"$838,000","1618 E 35th St, Brooklyn, NY 11234",11234,3,3,1568
MULTI_FAMILY,4,https://www.zillow.com/homedetails/658-Delafield-Ave-Staten-Island-NY-10310/32276749_zpid/,FOR_SALE,"$699,000","658 Delafield Ave, Staten Island, NY 10310",10310,6,3,2224
SINGLE_FAMILY,28,https://www.zillow.com/homedetails/9310-Glenwood-Rd-1-Brooklyn-NY-11236/442124807_zpid/,FOR_SALE,"$675,000","9310 Glenwood Rd #1, Brooklyn, NY 11236",11236,3,2,2499
MULTI_FAMILY,9,https://www.zillow.com/homedetails/3978-Amundson-Ave-Bronx-NY-10466/29835426_zpid/,FOR_SALE,"$650,000","3978 Amundson Avenue, Bronx, NY 10466",10466,5,2,
SINGLE_FAMILY,12,https://www.zillow.com/homedetails/863-Delafield-Ave-Staten-Island-NY-10310/32277143_zpid/,FOR_SALE,"$499,000","863 Delafield Ave, Staten Island, NY 10310",10310,3,2,1116
CONDO,36,https://www.zillow.com/homedetails/212-E-Tremont-Ave-APT-8-Bronx-NY-10457/215948953_zpid/,FOR_SALE,"$169,000","212 E Tremont Ave APT 8, Bronx, NY 10457",10457,2,1,1200
SINGLE_FAMILY,322,https://www.zillow.com/homedetails/241-6-137th-Ave-Rosedale-NY-11422/2056637647_zpid/,FOR_SALE,"$250,000","241-6 137th Ave, Rosedale, NY 11422",11422,4,2,1676
CONDO,84,https://www.zillow.com/homedetails/46-W-65th-St-APT-1-C-New-York-NY-10023/2078576184_zpid/,FOR_SALE,"$399,000","46 W 65th St APT 1-C, New York, NY 10023",10023,1,1,525
MULTI_FAMILY,4,https://www.zillow.com/homedetails/2523-87th-St-East-Elmhurst-NY-11369/2093459240_zpid/,FOR_SALE,"$490,000","2523 87th St, East Elmhurst, NY 11369",11369,4,2,1450
CONDO,119,https://www.zillow.com/homedetails/100-W-57th-St-APT-3B-New-York-NY-10019/2078575921_zpid/,FOR_SALE,"$99,000","100 W 57th St APT 3B, New York, NY 10019",10019,0,1,600
SINGLE_FAMILY,96,https://www.zillow.com/homedetails/131-36-132nd-St-South-Ozone-Park-NY-11420/2062695224_zpid/,FOR_SALE,"$290,000","131-36 132nd St, South Ozone Park, NY 11420",11420,3,2,0
CONDO,6,https://www.zillow.com/homedetails/205-E-63rd-St-APT-9B-New-York-NY-10065/442728661_zpid/,FOR_SALE,"$650,000","205 E 63rd St APT 9B, New York, NY 10065",10065,3,2,1689
CONDO,70,https://www.zillow.com/homedetails/103-E-84th-St-PENTHOUSE-New-York-NY-10028/219695419_zpid/,FOR_SALE,"$199,000","103 E 84th St #PENTHOUSE, New York, NY 10028",10028,0,1,0
CONDO,83,https://www.zillow.com/homedetails/3015-Riverdale-Ave-APT-2K-Bronx-NY-10463/122143656_zpid/,FOR_SALE,"$269,995","3015 Riverdale Ave APT 2K, Bronx, NY 10463",10463,2,1,875
SINGLE_FAMILY,75,https://www.zillow.com/homedetails/46-Lincoln-Ave-Staten-Island-NY-10306/32329994_zpid/,FOR_SALE,"$575,000","46 Lincoln Ave, Staten Island, NY 10306",10306,4,3,1344
SINGLE_FAMILY,6,https://www.zillow.com/homedetails/8417-Midland-Pkwy-Jamaica-NY-11432/32135741_zpid/,FOR_SALE,"$1,495,000","84-17 Midland Parkway, Jamaica Estates, NY 11432",11432,4,5,2639
SINGLE_FAMILY,13,https://www.zillow.com/homedetails/58-57-57th-Rd-Maspeth-NY-11378/2068571481_zpid/,FOR_SALE,"$599,900","58-57 57th Road, Maspeth, NY 11378",11378,3,3,
CONDO,41,https://www.zillow.com/homedetails/2285-Bragg-St-APT-2C-Brooklyn-NY-11229/442033454_zpid/,FOR_SALE,"$199,000","2285 Bragg St APT 2C, Brooklyn, NY 11229",11229,3,1,1100
MULTI_FAMILY,7,https://www.zillow.com/homedetails/5754-75th-St-Flushing-NY-11379/31989797_zpid/,FOR_SALE,"$938,000","57-54 75th Street, Elmhurst, NY 11379",11379,5,3,
MULTI_FAMILY,167,https://www.zillow.com/homedetails/131-W-118th-St-New-York-NY-10026/31551652_zpid/,FOR_SALE,"$1,100,000","131 W 118th St, New York, NY 10026",10026,4,5,4740
TOWNHOUSE,259,https://www.zillow.com/homedetails/15-E-63rd-St-New-York-NY-10065/344214383_zpid/,FOR_SALE,"$44,500,000","15 E 63rd St, New York, NY 10065",10065,7,12,18000
SINGLE_FAMILY,49,https://www.zillow.com/homedetails/1167-E-40th-St-Brooklyn-NY-11210/30760479_zpid/,FOR_SALE,"$1,449,000","1167 E 40th St, Brooklyn, NY 11210",11210,4,4,2380
CONDO,188,https://www.zillow.com/homedetails/432-Park-Ave-PENTHOUSE-New-York-NY-10022/2069500049_zpid/,FOR_SALE,"$105,000,000","432 Park Ave #PENTHOUSE, New York, NY 10022",10022,6,9,8255
CONDO,69,https://www.zillow.com/homedetails/50-Gramercy-Park-N-15AB-New-York-NY-10010/321904083_zpid/,FOR_SALE,"$4,000,000","50 Gramercy Park N #15AB, New York, NY 10010",10010,3,3,3809
SINGLE_FAMILY,6,https://www.zillow.com/homedetails/37-Pitney-Ave-Staten-Island-NY-10309/59821011_zpid/,FOR_SALE,"$1,188,888","37 Pitney Ave, Staten Island, NY 10309",10309,3,4,1920
MULTI_FAMILY,136,https://www.zillow.com/homedetails/2105-Seward-Ave-Bronx-NY-10473/29792899_zpid/,FOR_SALE,"$299,999","2105 Seward Avenue, Bronx, NY 10473",10473,6,2,2880
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/8507-Aspen-Pl-Jamaica-NY-11432/32134016_zpid/,FOR_SALE,"$975,000","85-07 Aspen Pl, Jamaica Estates, NY 11432",11432,4,2,1895
CONDO,258,https://www.zillow.com/homedetails/100-W-57th-St-UNIT-4JK-Manhattan-NY-10019/306707664_zpid/,FOR_SALE,"$329,000","100 W 57th St UNIT 4JK, Manhattan, NY 10019",10019,3,3,2200
CONDO,96,https://www.zillow.com/homedetails/22618-88th-Ave-FLOOR-2-Queens-Village-NY-11427/439272059_zpid/,FOR_SALE,"$270,000","22618 88th Ave UNIT 2, Queens Village, NY 11427",11427,2,1,
CONDO,214,https://www.zillow.com/homedetails/100-W-57th-St-APT-12H-New-York-NY-10019/79497850_zpid/,FOR_SALE,"$169,000","100 W 57th St APT 12H, New York, NY 10019",10019,1,1,950
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/22-Duncan-St-Staten-Island-NY-10304/32293967_zpid/,FOR_SALE,"$799,000","22 Duncan St, Staten Island, NY 10304",10304,3,3,1911
SINGLE_FAMILY,6,https://www.zillow.com/homedetails/26019-80th-Ave-Glen-Oaks-NY-11004/32102118_zpid/,FOR_SALE,"$859,000","260-19 80th Avenue, Glen Oaks, NY 11004",11004,4,2,
SINGLE_FAMILY,3,https://www.zillow.com/homedetails/94-Hamilton-Ave-Staten-Island-NY-10301/32270671_zpid/,FOR_SALE,"$299,000","94 Hamilton Ave, Staten Island, NY 10301",10301,2,1,2288
MULTI_FAMILY,111,https://www.zillow.com/homedetails/13026-150th-St-Jamaica-NY-11436/83052639_zpid/,FOR_SALE,"$250,000","13026 150th St, Jamaica, NY 11436",11436,6,2,0
MULTI_FAMILY,4,https://www.zillow.com/homedetails/97-Crabtree-Ave-Staten-Island-NY-10309/119284930_zpid/,FOR_SALE,"$788,000","97 Crabtree Ave, Staten Island, NY 10309",10309,4,4,2102
MULTI_FAMILY,13,https://www.zillow.com/homedetails/711-Pine-St-Brooklyn-NY-11208/30649926_zpid/,FOR_SALE,"$999,000","711 Pine St, Brooklyn, NY 11208",11208,8,3,3075
CONDO,225,https://www.zillow.com/homedetails/217-W-57th-St-127-128-New-York-NY-10019/2068952873_zpid/,FOR_SALE,"$150,000,000","217 W 57th St #127/128, New York, NY 10019",10019,8,10,11535
TOWNHOUSE,241,https://www.zillow.com/homedetails/48-W-69th-St-New-York-NY-10023/31518780_zpid/,FOR_SALE,"$85,000,000","48 W 69th St, New York, NY 10023",10023,5,11,19600
CONDO,24,https://www.zillow.com/homedetails/59-W-87th-St-4-New-York-NY-10024/442302957_zpid/,FOR_SALE,"$950,000","59 W 87th St #4, New York, NY 10024",10024,5,2,1541
CONDO,133,https://www.zillow.com/homedetails/111-W-57th-St-PENTHOUSE-76-New-York-NY-10019/442155685_zpid/,FOR_SALE,"$49,000,000","111 W 57th St #PENTHOUSE 76, New York, NY 10019",10019,4,5,6512
MULTI_FAMILY,3,https://www.zillow.com/homedetails/7007-67th-St-Glendale-NY-11385/32013959_zpid/,FOR_SALE,"$879,000","70-07 67th Street, Glendale, NY 11385",11385,5,2,1760
MULTI_FAMILY,0,https://www.zillow.com/homedetails/2608-Avenue-X-Brooklyn-NY-11235/30748237_zpid/,FOR_SALE,"$800,000","2608 Avenue X, Brooklyn, NY 11235",11235,3,2,1912
SINGLE_FAMILY,28,https://www.zillow.com/homedetails/314-Montreal-Ave-Staten-Island-NY-10306/32343830_zpid/,FOR_SALE,"$879,900","314 Montreal Ave, Staten Island, NY 10306",10306,5,4,2400
CONDO,68,https://www.zillow.com/homedetails/2271-Knapp-St-APT-1F-Brooklyn-NY-11229/440534938_zpid/,FOR_SALE,"$219,999","2271 Knapp St APT 1F, Brooklyn, NY 11229",11229,3,1,1058
TOWNHOUSE,5,https://www.zillow.com/homedetails/4728-190th-St-Flushing-NY-11358/32051386_zpid/,FOR_SALE,"$899,000","47-28 190th Street, Flushing, NY 11358",11358,3,2,
MULTI_FAMILY,4,https://www.zillow.com/homedetails/216-Justin-Ave-Staten-Island-NY-10306/32345087_zpid/,FOR_SALE,"$795,000","216 Justin Ave, Staten Island, NY 10306",10306,5,3,1800
SINGLE_FAMILY,54,https://www.zillow.com/homedetails/209-31-112-Avenue-2-Queens-Village-NY-11429/441167294_zpid/,FOR_SALE,"$849,000","209-31-112 Avenue 2, Queens Village, NY 11429",11429,5,4,3355
SINGLE_FAMILY,54,https://www.zillow.com/homedetails/1513-Lexington-Ave-APT-4S-New-York-NY-10029/441149607_zpid/,FOR_SALE,"$515,000","1513 Lexington Ave APT 4S, New York, NY 10029",10029,2,1,0
CONDO,7,https://www.zillow.com/homedetails/221-E-76th-St-APT-1B-New-York-NY-10021/244826248_zpid/,FOR_SALE,"$275,000","221 E 76th St APT 1B, New York, NY 10021",10021,0,1,0
CONDO,74,https://www.zillow.com/homedetails/190-E-72nd-St-APT-35B-New-York-NY-10021/440263326_zpid/,FOR_SALE,"$649,000","190 E 72nd St APT 35B, New York, NY 10021",10021,2,2,0
SINGLE_FAMILY,3,https://www.zillow.com/homedetails/101-Preston-Ave-Staten-Island-NY-10312/32349740_zpid/,FOR_SALE,"$829,998","101 Preston Ave, Staten Island, NY 10312",10312,3,2,888
MULTI_FAMILY,55,https://www.zillow.com/homedetails/58-Saint-Nicholas-Ave-6-Brooklyn-NY-11237/440959976_zpid/,FOR_SALE,"$450,000","58 Saint Nicholas Ave #6, Brooklyn, NY 11237",11237,8,6,4800
SINGLE_FAMILY,5,https://www.zillow.com/homedetails/255-Brehaut-Ave-Staten-Island-NY-10307/32377524_zpid/,FOR_SALE,"$795,000","255 Brehaut Ave, Staten Island, NY 10307",10307,3,3,1540
SINGLE_FAMILY,3,https://www.zillow.com/homedetails/1516-Roselle-St-Bronx-NY-10461/29813895_zpid/,FOR_SALE,"$599,000","1516 Roselle Street, Bronx, NY 10461",10461,5,2,1368
CONDO,117,https://www.zillow.com/homedetails/318-E-151st-St-APT-4B-Bronx-NY-10451/119913294_zpid/,FOR_SALE,"$90,000","318 E 151st St APT 4B, Bronx, NY 10451",10451,1,1,0
CONDO,110,https://www.zillow.com/homedetails/504-W-55th-St-APT-2W-New-York-NY-10019/418274070_zpid/,FOR_SALE,"$470,000","504 W 55th St APT 2W, New York, NY 10019",10019,1,1,0
CONDO,320,https://www.zillow.com/homedetails/465-Park-Ave-APT-6E-New-York-NY-10022/244881756_zpid/,FOR_SALE,"$500,000","465 Park Ave APT 6E, New York, NY 10022",10022,2,2,1200
SINGLE_FAMILY,27,https://www.zillow.com/homedetails/177-Benedict-Rd-Staten-Island-NY-10304/32294383_zpid/,FOR_SALE,"$18,000,000","177 Benedict Rd, Staten Island, NY 10304",10304,8,17,33000
CONDO,24,https://www.zillow.com/homedetails/170-E-88th-St-APT-4H-New-York-NY-10128/87803902_zpid/,FOR_SALE,"$999,999","170 E 88th St APT 4H, New York, NY 10128",10128,2,2,1050
CONDO,206,https://www.zillow.com/homedetails/8829-155th-Ave-APT-1H-Howard-Beach-NY-11414/349785606_zpid/,FOR_SALE,"$218,000","8829 155th Ave APT 1H, Howard Beach, NY 11414",11414,2,1,915
CONDO,14,https://www.zillow.com/homedetails/420-E-51st-St-APT-8D-New-York-NY-10022/244827334_zpid/,FOR_SALE,"$550,000","420 E 51st St APT 8D, New York, NY 10022",10022,3,3,0
SINGLE_FAMILY,47,https://www.zillow.com/homedetails/10-10-Avenue-1de-New-York-NY-10159/441704071_zpid/,FOR_SALE,"$118,000","10-10 Ave 1De Septiemb, Other, OC 01159",10159,3,3,
MULTI_FAMILY,131,https://www.zillow.com/homedetails/4216-Wickham-Ave-Bronx-NY-10466/29837244_zpid/,FOR_SALE,"$589,000","4216 Wickham Ave, Bronx, NY 10466",10466,4,3,2000
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/50-Winham-Ave-Staten-Island-NY-10306/32334792_zpid/,FOR_SALE,"$499,000","50 Winham Ave, Staten Island, NY 10306",10306,3,2,796
SINGLE_FAMILY,96,https://www.zillow.com/homedetails/503-Minnieford-Ave-Bronx-NY-10464/29850682_zpid/,FOR_SALE,"$589,000","503 Minnieford Avenue, Bronx, NY 10464",10464,3,2,1606
CONDO,13,https://www.zillow.com/homedetails/67-38-108th-St-D5-Forest-Hills-NY-11375/2062999704_zpid/,FOR_SALE,"$189,000","67-38 108 Street UNIT D5, Forest Hills, NY 11375",11375,1,1,
TOWNHOUSE,5,https://www.zillow.com/homedetails/28-Holiday-Way-Staten-Island-NY-10314/32302433_zpid/,FOR_SALE,"$438,000","28 Holiday Way, Staten Island, NY 10314",10314,2,2,870
MULTI_FAMILY,13,https://www.zillow.com/homedetails/2215-Collier-Ave-Far-Rockaway-NY-11691/32223108_zpid/,FOR_SALE,"$499,500","22-15 Collier Avenue, Far Rockaway, NY 11691",11691,6,2,2300
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/48-Lamport-Blvd-Staten-Island-NY-10305/32325049_zpid/,FOR_SALE,"$599,900","48 Lamport Blvd, Staten Island, NY 10305",10305,3,2,1170
MULTI_FAMILY,7,https://www.zillow.com/homedetails/24362-144th-Ave-Jamaica-NY-11422/32210317_zpid/,FOR_SALE,"$699,000","243-62 144th Avenue, Rosedale, NY 11422",11422,3,2,
CONDO,43,https://www.zillow.com/homedetails/430-E-58th-St-PENTHOUSE-80-New-York-NY-10022/441781042_zpid/,FOR_SALE,"$65,000,000","430 E 58th St #PENTHOUSE 80, New York, NY 10022",10022,5,7,9191
SINGLE_FAMILY,41,https://www.zillow.com/homedetails/36-Leroy-St-New-York-NY-10014/31499213_zpid/,FOR_SALE,"$3,900,000","36 Leroy St, New York, NY 10014",10014,2,2,0
CONDO,76,https://www.zillow.com/homedetails/310-E-46th-St-New-York-NY-10017/300195063_zpid/,FOR_SALE,"$2,850,000","310 E 46th St, New York, NY 10017",10017,6,5,4511
SINGLE_FAMILY,320,https://www.zillow.com/homedetails/236-E-72nd-St-New-York-NY-10021/31537161_zpid/,FOR_SALE,"$5,295,000","236 E 72nd St, New York, NY 10021",10021,4,4,0
MULTI_FAMILY,147,https://www.zillow.com/homedetails/119-Rockaway-Pkwy-Brooklyn-NY-11212/30651159_zpid/,FOR_SALE,"$599,900","119 Rockaway Parkway, Brownsville, NY 11212",11212,8,4,3198
CONDO,6,https://www.zillow.com/homedetails/277-5th-Ave-PENTHOUSE-55-New-York-NY-10016/442365313_zpid/,FOR_SALE,"$20,000,000","277 5th Ave #PENTHOUSE 55, New York, NY 10016",10016,4,5,4520
TOWNHOUSE,16,https://www.zillow.com/homedetails/4-E-80th-St-New-York-NY-10075/31540062_zpid/,FOR_SALE,"$59,000,000","4 E 80th St, New York, NY 10075",10075,9,12,20000
SINGLE_FAMILY,13,https://www.zillow.com/homedetails/15014-107th-Ave-Jamaica-NY-11433/32138122_zpid/,FOR_SALE,"$709,000","150-14 107th Avenue, Jamaica, NY 11433",11433,5,3,1460
CONDO,111,https://www.zillow.com/homedetails/100-W-57th-St-APT-2G-Manhattan-NY-10019/72519015_zpid/,FOR_SALE,"$154,900","100 West 57th Street UNIT 2G, New York, NY 10019",10019,1,1,
CONDO,82,https://www.zillow.com/homedetails/44-55-Kissena-Blvd-6G-Flushing-NY-11355/2063003980_zpid/,FOR_SALE,"$409,998","44-55 Kissena Boulevard UNIT 6G, Flushing, NY 11355",11355,3,2,1150
MULTI_FAMILY,4,https://www.zillow.com/homedetails/97-33-104th-St-Ozone-Park-NY-11416/2064237611_zpid/,FOR_SALE,"$699,900","97-33 104th Street, Ozone Park, NY 11416",11416,6,4,
MULTI_FAMILY,5,https://www.zillow.com/homedetails/177-E-31st-St-Brooklyn-NY-11226/30660449_zpid/,FOR_SALE,"$979,000","177 E 31st St, Brooklyn, NY 11226",11226,7,3,2080
CONDO,8,https://www.zillow.com/homedetails/61-04-255th-St-993-Little-Neck-NY-11362/219877982_zpid/,FOR_SALE,"$439,999","61-04 255th Street UNIT 993, Little Neck, NY 11362",11362,3,1,
SINGLE_FAMILY,305,https://www.zillow.com/homedetails/12427-Flatlands-Ave-Brooklyn-NY-11208/30649428_zpid/,FOR_SALE,"$469,000","12427 Flatlands Ave, Brooklyn, NY 11208",11208,3,2,0
CONDO,40,https://www.zillow.com/homedetails/3400-Snyder-Ave-APT-2R-Brooklyn-NY-11203/92427502_zpid/,FOR_SALE,"$300,000","3400 Snyder Ave APT 2R, Brooklyn, NY 11203",11203,2,1,748
CONDO,21,https://www.zillow.com/homedetails/65-N-8th-St-APT-11-Brooklyn-NY-11211/2130785073_zpid/,FOR_SALE,"$629,000","65 N 8th St APT 11, Brooklyn, NY 11211",11211,2,1,0
MULTI_FAMILY,5,https://www.zillow.com/homedetails/14706-11th-Ave-Flushing-NY-11357/32026964_zpid/,FOR_SALE,"$1,149,000","147-06 11th Avenue Avenue, Whitestone, NY 11357",11357,6,2,2085
CONDO,52,https://www.zillow.com/homedetails/385-Adelphi-St-UNIT-A-Brooklyn-NY-11238/442155944_zpid/,FOR_SALE,"$1,310,000","385 Adelphi St UNIT A, Brooklyn, NY 11238",11238,3,2,0
CONDO,131,https://www.zillow.com/homedetails/32-25-88th-St-D307-East-Elmhurst-NY-11369/401090558_zpid/,FOR_SALE,"$185,000","32-25 88th St #D307, East Elmhurst, NY 11369",11369,1,1,0
CONDO,243,https://www.zillow.com/homedetails/200-E-75th-St-UNIT-PENTHOUSE-5-New-York-NY-10021/402691573_zpid/,FOR_SALE,"$22,950,000","200 E 75th St UNIT PENTHOUSE 5, New York, NY 10021",10021,6,7,5300
SINGLE_FAMILY,89,https://www.zillow.com/homedetails/86-Gaylord-Dr-S-Brooklyn-NY-11234/30788047_zpid/,FOR_SALE,"$3,600,000","86 Gaylord Dr S, Brooklyn, NY 11234",11234,5,6,11360
CONDO,45,https://www.zillow.com/homedetails/583-Putnam-Ave-4-Brooklyn-NY-11221/2103068857_zpid/,FOR_SALE,"$1,250,000","583 Putnam Ave #4, Brooklyn, NY 11221",11221,3,2,1106
SINGLE_FAMILY,35,https://www.zillow.com/homedetails/1050-Hancock-St-APT-3E-Brooklyn-NY-11221/2113365341_zpid/,FOR_SALE,"$350,000","1050 Hancock St APT 3E, Brooklyn, NY 11221",11221,2,1,0
SINGLE_FAMILY,2,https://www.zillow.com/homedetails/9109-Avenue-A-Brooklyn-NY-11236/30653991_zpid/,FOR_SALE,"$350,000","9109 Avenue A, Brooklyn, NY 11236",11236,3,2,0
CONDO,315,https://www.zillow.com/homedetails/72-Richardson-St-APT-19-Brooklyn-NY-11211/2054591891_zpid/,FOR_SALE,"$330,000","72 Richardson St APT 19, Brooklyn, NY 11211",11211,2,1,800
CONDO,7,https://www.zillow.com/homedetails/220-06-67th-Ave-Oakland-Gardens-NY-11364/442718225_zpid/,FOR_SALE,"$250,000","220-06 67th Avenue UNIT Upper, Oakland Gardens, NY 11364",11364,2,1,
CONDO,39,https://www.zillow.com/homedetails/80-15-Main-St-APT-1B-Jamaica-NY-11435/80381007_zpid/,FOR_SALE,"$249,900","80-15 Main Street UNIT 1B, Briarwood, NY 11435",11435,3,3,900
CONDO,76,https://www.zillow.com/homedetails/3255-Randall-Ave-APT-5H-Bronx-NY-10465/244441556_zpid/,FOR_SALE,"$199,000","3255 Randall Avenue UNIT 5H, Bronx, NY 10465",10465,2,1,1200
CONDO,215,https://www.zillow.com/homedetails/563-W-150th-St-APT-2F-New-York-NY-10031/348493511_zpid/,FOR_SALE,"$150,000","563 W 150th St APT 2F, New York, NY 10031",10031,1,1,0
CONDO,172,https://www.zillow.com/homedetails/55-Liberty-St-APT-16C-New-York-NY-10038/351718815_zpid/,FOR_SALE,"$795,000","55 Liberty St APT 16C, New York, NY 10038",10038,2,2,1400
SINGLE_FAMILY,174,https://www.zillow.com/homedetails/4720-Grosvenor-Ave-Bronx-NY-10471/29852769_zpid/,FOR_SALE,"$2,150,000","4720 Grosvenor Ave, Bronx, NY 10471",10471,5,5,4054
CONDO,14,https://www.zillow.com/homedetails/11050-71st-Rd-SUITE-1L-Flushing-NY-11375/245435178_zpid/,FOR_SALE,"$129,000","11050 71st Rd SUITE 1L, Flushing, NY 11375",11375,1,1,700
MULTI_FAMILY,4,https://www.zillow.com/homedetails/62-Bennett-Pl-Staten-Island-NY-10312/32366280_zpid/,FOR_SALE,"$999,000","62 Bennett Pl, Staten Island, NY 10312",10312,5,3,2400
SINGLE_FAMILY,14,https://www.zillow.com/homedetails/10435-205th-St-Jamaica-NY-11412/32155314_zpid/,FOR_SALE,"$589,000","10435 205th St, Jamaica, NY 11412",11412,3,2,1500
SINGLE_FAMILY,4,https://www.zillow.com/homedetails/11407-205th-St-Jamaica-NY-11412/32158816_zpid/,FOR_SALE,"$650,000","114-07 205th Street, Saint Albans, NY 11412",11412,3,2,
CONDO,4,https://www.zillow.com/homedetails/7-Bond-St-New-York-NY-10012/31497963_zpid/,FOR_SALE,"$8,995,000","7 Bond St, New York, NY 10012",10012,4,3,3067
CONDO,3,https://www.zillow.com/homedetails/30-Bradley-Ct-A-Staten-Island-NY-10314/2136287525_zpid/,FOR_SALE,"$398,000","30 Bradley Ct #A, Staten Island, NY 10314",10314,2,1,1000
CONDO,269,https://www.zillow.com/homedetails/173-Rivington-St-UNIT-3D-New-York-NY-10002/442156434_zpid/,FOR_SALE,"$475,000","173 Rivington St UNIT 3D, New York, NY 10002",10002,2,1,0
CONDO,3,https://www.zillow.com/homedetails/475-Park-Ave-UNIT-3D5-New-York-NY-10022/442793300_zpid/,FOR_SALE,"$250,000","475 Park Ave UNIT 3D5, New York, NY 10022",10022,0,1,0
MULTI_FAMILY,6,https://www.zillow.com/homedetails/1361-Edwards-Ave-Bronx-NY-10461/29841663_zpid/,FOR_SALE,"$699,999","1361 Edwards Avenue, Bronx, NY 10461",10461,5,2,
SINGLE_FAMILY,7,https://www.zillow.com/homedetails/64-37-210th-St-Oakland-Gardens-NY-11364/2061240796_zpid/,FOR_SALE,"$1,088,000","64-37 210th Street, Oakland Gardens, NY 11364",11364,3,3,1344
CONDO,76,https://www.zillow.com/homedetails/269-87th-St-3C-New-York-NY-10024/2063269029_zpid/,FOR_SALE,"$1,150,000","269 87th St #3C, New York, NY 10024",10024,2,3,1406
